Species,Class,Order,K,Lm,QB,Troph,DepthMax,TempPrefMean,Generation_time,RepGuildCombined,BodyShapIII_combined,PositionWaterColumn,SwimMode
Etmopterus carteri,Elasmobranchii,Squaliformes,0.192309999,13.6,4.6,3.87,356,13.81534444,5.300775719,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus caudistigmus,Elasmobranchii,Squaliformes,0.129729999,19.2,8.1,4.04,793,2.6,7.66537385,bearers_internal_live_bearers,elongated_compressed,pelagic_oceanic,subcarangiform
Etmopterus compagnoi,Elasmobranchii,Squaliformes,0.088060335,43,2.1,4.32,923,8.8,10.7644262,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus decacuspidatus,Elasmobranchii,Squaliformes,0.185622855,17.9,3.8,3.99,692,10.92300417,5.411690239,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus dianthus,Elasmobranchii,Squaliformes,0.169564999,24.3,6.9,4.11,880,15.7,6.057624211,bearers_internal_live_bearers,elongated_oval,pelagic_oceanic,subcarangiform
Etmopterus dislineatus,Elasmobranchii,Squaliformes,0.173049998,26.4,6.5,4.15,800,6.8,6.247979098,bearers_internal_live_bearers,elongated_oval,pelagic_oceanic,subcarangiform
Etmopterus evansi,Elasmobranchii,Squaliformes,0.188757856,16.4,9,3.99,550,8.2,5.286239358,bearers_internal_live_bearers,elongated_oval,pelagic_oceanic,subcarangiform
Etmopterus fusus,Elasmobranchii,Squaliformes,0.188757856,16.2,9.1,3.99,550,8.3,5.286239358,bearers_internal_live_bearers,elongated_oval,pelagic_oceanic,subcarangiform
Etmopterus gracilispinis,Elasmobranchii,Squaliformes,0.141249999,21.2,3.4,4.28,1000,12.7,7.12388441,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus granulosus,Elasmobranchii,Squaliformes,0.067226667,41.5,2.5,4.2,1620,3.2,14.91807848,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus hillianus,Elasmobranchii,Squaliformes,0.114163333,29,2.8,4.5,717,14.2,8.303278985,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus litvinovi,Elasmobranchii,Squaliformes,0.105115,0.9,29.3,4.14,1050,1.9,12.26500764,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus lucifer,Elasmobranchii,Squaliformes,0.165999999,27.5,2.9,4.15,1250,9.6,6.178835087,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus molleri,Elasmobranchii,Squaliformes,0.164609998,27,6.4,4.16,860,9.8,6.244160478,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus perryi,Elasmobranchii,Squaliformes,0.200209999,11.2,5.3,3.85,439,11.9,5.321424909,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus polli,Elasmobranchii,Squaliformes,0.178391189,18.5,3.8,4,1000,7.7,5.40871463,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus princeps,Elasmobranchii,Squaliformes,0.099746668,41.5,2.5,4.17,2213,5.3,10.52737038,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus pseudosqualiolus,Elasmobranchii,Squaliformes,0.113109999,26.6,6.5,4.15,1170,3.9,8.07848548,bearers_internal_live_bearers,elongated_oval,bathydemersal,subcarangiform
Etmopterus pusillus,Elasmobranchii,Squaliformes,0.126278332,29,3.4,4.22,1070,8.9,7.310706959,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus pycnolepis,Elasmobranchii,Squaliformes,0.132328332,29.6,2.7,4.19,880,13.5,6.901749885,bearers_internal_live_bearers,elongated,pelagic_neritic,subcarangiform
Etmopterus robinsi,Elasmobranchii,Squaliformes,0.168218331,19,3.7,4.04,800,7.8,5.82489377,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus schultzi,Elasmobranchii,Squaliformes,0.180778331,16.9,4,4,1000,12.2,5.4298799,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus sculptus,Elasmobranchii,Squaliformes,0.104005,3.5,64.8,4.2,900,2.3,14.18193313,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus sentosus,Elasmobranchii,Squaliformes,0.186078332,16.9,4,3.96,500,14.2,5.323218199,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus splendidus,Elasmobranchii,Squaliformes,0.170078332,18.5,6.2,4.2,210,19.1,5.831820148,bearers_internal_live_bearers,elongated,pelagic_neritic,subcarangiform
Etmopterus tasmaniensis,Elasmobranchii,Squaliformes,0.130880001,0.9,29.3,4.14,1010,8.119275758,10.67439165,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus unicolor,Elasmobranchii,Squaliformes,0.121845,36.1,3.9,4.04,1102.635,8.358814372,7.456444465,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus villosus,Elasmobranchii,Squaliformes,0.148514998,27,2.9,4.16,1610,7.711153333,6.268156798,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus virens,Elasmobranchii,Squaliformes,0.168898332,14.6,4.4,4.2,1000,13.7,6.283883585,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Miroscyllium sheikoi,Elasmobranchii,Squaliformes,0.153791666,0.9,64.6,4.13,360,12.27244444,8.310594977,bearers_internal_live_bearers,elongated,bathypelagic,subcarangiform
Trigonognathus kabeyai,Elasmobranchii,Squaliformes,0.125818333,27.5,2.9,4.49,360,11.4,7.939735899,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Etmopterus alphus,Elasmobranchii,Squaliformes,0.244715,20.5,12.8,4.09,792,12.19535417,5.17066568,bearers_internal_live_bearers,fusiform_normal_oval,pelagic_oceanic,subcarangiform
Etmopterus benchleyi,Elasmobranchii,Squaliformes,0.119525,19.8,7.9,4.2,1443,3.4,7.561949565,bearers_internal_live_bearers,elongated_angular,pelagic_oceanic,subcarangiform
Etmopterus burgessi,Elasmobranchii,Squaliformes,0.166659999,21.4,7.5,4.11,873.6933333,12.7463375,6.09107519,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus joungi,Elasmobranchii,Squaliformes,0.161309998,24.2,6.9,4.15,872.5233333,12.6533375,6.1995819,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus lailae,Elasmobranchii,Squaliformes,0.205725,22.2,18.3,4.07,384,13.34561111,5.321628961,bearers_internal_live_bearers,elongated_oval,pelagic_oceanic,subcarangiform
Etmopterus marshae,Elasmobranchii,Squaliformes,0.182114999,14.8,9.6,3.91,337,12.82787778,5.40164308,bearers_internal_live_bearers,elongated_oval,pelagic_oceanic,subcarangiform
Etmopterus samadiae,Elasmobranchii,Squaliformes,0.184868333,16.5,22.4,3.97,785,11.193,5.369001915,bearers_internal_live_bearers,elongated_angular,bathypelagic,subcarangiform
Ginglymostoma cirratum,Elasmobranchii,Orectolobiformes,0.08192,194.4,1.3,4.15,130,25.5,13.42224725,bearers_internal_live_bearers,elongated,reef_associated,carangiform
Nebrius ferrugineus,Elasmobranchii,Orectolobiformes,0.1144,149.7,2.3,4.1,70,28,8.774713013,bearers_internal_live_bearers,elongated_angular,reef_associated,carangiform
Glaucostegus cemiculus,Elasmobranchii,Rhinopristiformes,0.272000015,89.42194,2.7,4.04,100,25.4,4.156034,bearers_internal_live_bearers,elongated,demersal,rajiform
Glaucostegus granulatus,Elasmobranchii,Rhinopristiformes,0.115985,133.1,2.2,3.5,119,28.1,8.512980788,bearers_internal_live_bearers,elongated_flattened,demersal,rajiform
Glaucostegus halavi,Elasmobranchii,Rhinopristiformes,0.168870001,62.9,2.7,4.07,100,27.9,5.837825815,bearers_internal_live_bearers,elongated_flattened,benthopelagic,rajiform
Glaucostegus obtusus,Elasmobranchii,Rhinopristiformes,0.213049998,50.3,4.8,3.47,60,24.4926381,4.39912767,bearers_internal_live_bearers,elongated_flattened,demersal,rajiform
Glaucostegus petiti,Elasmobranchii,Rhinopristiformes,0.242049998,0.9,73.4,3.59,127.9588528,22.26484524,6.866014923,bearers_internal_live_bearers,elongated_flattened,demersal,rajiform
Glaucostegus thouin,Elasmobranchii,Rhinopristiformes,0.12282,141.4,2.4,3.5,60,28.1,8.188789968,bearers_internal_live_bearers,elongated_flattened,benthopelagic,rajiform
Glaucostegus typus,Elasmobranchii,Rhinopristiformes,0.12196,128.8,2.5,3.6,100,28,8.199195488,bearers_internal_live_bearers,elongated_flattened,demersal,rajiform
Gymnura afuerae,Elasmobranchii,Myliobatiformes,0.165637878,0.9,73.4,3.89,180.7680952,20.329,8.60952872,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura altavela,Elasmobranchii,Myliobatiformes,0.096637501,182.3,1.1,4.5,100,23.6,11.08004038,bearers_internal_live_bearers,other,demersal,rajiform
Gymnura australis,Elasmobranchii,Myliobatiformes,0.180880001,50.7,10.4,3.89,61.95333333,27.7,4.62697509,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura bimaculata,Elasmobranchii,Myliobatiformes,0.162237878,0.9,48.3,3.89,183.6880952,20.2852,8.74400561,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura crebripunctata,Elasmobranchii,Myliobatiformes,0.207121211,19,20.3,3.67,57.76542424,25.63416667,3.964911314,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura crooki,Elasmobranchii,Myliobatiformes,0.162907877,0.9,106.3,3.89,188.7347619,20.042,8.82952043,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura hirundo,Elasmobranchii,Myliobatiformes,0.164675,84.3,4.9,3.89,74.97,26.97556667,5.470056975,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura japonica,Elasmobranchii,Myliobatiformes,0.139116666,53.5,4.7,3.78,100,28.1,6.35286051,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura marmorata,Elasmobranchii,Myliobatiformes,0.120696666,53.5,3,3.95,94,23.4,7.821220143,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura micrura,Elasmobranchii,Myliobatiformes,0.119707857,70.7,1.5,3.56,55,25,8.172187402,bearers_internal_live_bearers,other,demersal,rajiform
Gymnura natalensis,Elasmobranchii,Myliobatiformes,0.1164,120.4,1.8,3.89,100,25.3,7.860840128,bearers_internal_live_bearers,other,demersal,rajiform
Gymnura poecilura,Elasmobranchii,Myliobatiformes,0.122199999,120.4,4,3.89,25,28.5,8.34187265,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura tentaculata,Elasmobranchii,Myliobatiformes,0.165637878,0.9,73.4,3.89,180.7680952,20.329,8.60952872,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Gymnura zonura,Elasmobranchii,Myliobatiformes,0.19049,56.4,9.7,3.89,37,28.2,4.71304557,bearers_internal_live_bearers,other_flattened,reef_associated,rajiform
Chaenogaleus macrostoma,Elasmobranchii,Carcharhiniformes,0.184920001,53.5,6.6,4.21,59,28.4,5.10460376,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Hemigaleus microstoma,Elasmobranchii,Carcharhiniformes,0.16472,60.1,5.2,4.16,200,27,5.702278845,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Hemipristis elongata,Elasmobranchii,Carcharhiniformes,0.1175424,116.1,2.7,4.31,130,27.9,8.285341977,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Paragaleus leucolomatus,Elasmobranchii,Carcharhiniformes,0.17149762,51.7,6.8,4.2,20,26.53588333,5.26767959,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Paragaleus pectoralis,Elasmobranchii,Carcharhiniformes,0.12594,72.1,3.7,4.32,100,19.9,7.448052307,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Paragaleus randalli,Elasmobranchii,Carcharhiniformes,0.2312,28.2,7.1,4.23,18,27.3,3.653628235,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Paragaleus tengi,Elasmobranchii,Carcharhiniformes,0.17201762,47.8,4.9,4.17,100,24.7,5.18529873,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Notorynchus cepedianus,Elasmobranchii,Hexanchiformes,0.25,131.6582,1.6,4.68,570,14.2,4.808069,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Heptranchias perlo,Elasmobranchii,Hexanchiformes,0.129006665,70.7,1.9,4.16,1000,12.5,8.44539714,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Hexanchus griseus,Elasmobranchii,Hexanchiformes,0.075101667,215,1.2,4.48,2500,8.1,15.71664225,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Hexanchus nakamurai,Elasmobranchii,Hexanchiformes,0.133316666,90,1.2,4.24,600,14.4,7.627252207,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Hexatrygon bickelli,Elasmobranchii,Myliobatiformes,0.131219999,73.5,3.2,3.61,1120,6.6,8.03289696,bearers_internal_live_bearers,other,bathydemersal,rajiform
Hypnos monopterygius,Elasmobranchii,Torpediniformes,0.163491666,39.1,2.5,3.67,240,17.4,6.0383578,bearers_internal_live_bearers,other_flattened,reef_associated,rajiform
Carcharodon carcharias,Elasmobranchii,Lamniformes,0.057999998,324.2783,1,4.53,1200,18.1,19.69945,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,thunniform
Isurus paucus,Elasmobranchii,Lamniformes,0.059999999,193.2,1.3,4.51,1752,18,17.91543,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,thunniform
Lamna nasus,Elasmobranchii,Lamniformes,0.061000001,160.4565,1,4.46,1360,7.8,18.01777,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,thunniform
Isurus oxyrinchus,Elasmobranchii,Lamniformes,0.075999998,150.512,9.640000343,4.52,750,17.4,13.73363,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,thunniform
Lamna ditropis,Elasmobranchii,Lamniformes,0.230000004,89.77483,1.1,4.5,650,4.7,5.583273,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,thunniform
Leptocharias smithii,Elasmobranchii,Carcharhiniformes,0.19268,42.5,5.3,3.79,75,26,4.62643696,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Megachasma pelagios,Elasmobranchii,Lamniformes,0.08581,241.2,0.7,3.38,600,17.8,13.42819418,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Mitsukurina owstoni,Elasmobranchii,Lamniformes,0.069072667,267.5,0.6,4.14,1300,8.3,16.54965465,bearers_internal_live_bearers,elongated,bathydemersal,carangiform
Mobula alfredi,Elasmobranchii,Myliobatiformes,0.07,222.1,0,3.59,120,27.8,15.8175,bearers_internal_live_bearers,other,benthopelagic,rajiform
Mobula birostris,Elasmobranchii,Myliobatiformes,0.08,377,0,3.46,120,27.6,14.64417,bearers_internal_live_bearers,other_flattened,reef_associated,rajiform
Mobula japanica,Elasmobranchii,Myliobatiformes,0.21,145.6,1.5,3.41,300,27.4,4.975136,bearers_internal_live_bearers,other,reef_associated,rajiform
Mobula eregoodootenkee,Elasmobranchii,Myliobatiformes,0.230000004,53.5,15.5,3.4,100,28.2,4.005946,bearers_internal_live_bearers,other,pelagic_oceanic,rajiform
Mobula hypostoma,Elasmobranchii,Myliobatiformes,0.230000004,62.9,4.1,3.82,50,23.2,4.083153,bearers_internal_live_bearers,other,pelagic_neritic,rajiform
Mobula kuhlii,Elasmobranchii,Myliobatiformes,0.230000004,62.5,14,3.4,100,28,4.0782,bearers_internal_live_bearers,other,pelagic_oceanic,rajiform
Mobula mobular,Elasmobranchii,Myliobatiformes,0.230000004,229.9,1.1,3.71,200,15.8,4.792084,bearers_internal_live_bearers,other,pelagic_neritic,rajiform
Mobula munkiana,Elasmobranchii,Myliobatiformes,0.230000004,107.5,2.8,3.82,15,23.5,4.372173,bearers_internal_live_bearers,other_flattened,pelagic_oceanic,rajiform
Mobula rochebrunei,Elasmobranchii,Myliobatiformes,0.230000004,68.9,3.8,3.94,96.38666667,23.52611667,4.136745,bearers_internal_live_bearers,other_flattened,pelagic_neritic,rajiform
Mobula tarapacana,Elasmobranchii,Myliobatiformes,0.230000004,153,2.2,3.79,1896,27.1,4.562583,bearers_internal_live_bearers,other,reef_associated,rajiform
Mobula thurstoni,Elasmobranchii,Myliobatiformes,0.230000004,107.5,1.9,3.1,100,27.8,4.372173,bearers_internal_live_bearers,other,pelagic_oceanic,rajiform
Myliobatis californica,Elasmobranchii,Myliobatiformes,0.0995,120.1994,1.8,3.24,108,20.6,10.21471,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Myliobatis tobijei,Elasmobranchii,Myliobatiformes,0.189999998,76.7,3.8,3.5,220,20.3,5.069914,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Myliobatis aquila,Elasmobranchii,Myliobatiformes,0.209999993,91.4,2.4,3.61,300,15.2,4.683089,bearers_internal_live_bearers,other,benthopelagic,rajiform
Myliobatis australis,Elasmobranchii,Myliobatiformes,0.209999993,62.9,2.7,3.55,85,17.4,4.479644,bearers_internal_live_bearers,other_flattened,reef_associated,rajiform
Myliobatis chilensis,Elasmobranchii,Myliobatiformes,0.209999993,0.9,48.3,3.49,95.17385281,23.99425,7.487763,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Myliobatis freminvillei,Elasmobranchii,Myliobatiformes,0.209999993,53.5,3,3.49,100,24.2,4.386989,bearers_internal_live_bearers,other,benthopelagic,rajiform
Myliobatis hamlyni,Elasmobranchii,Myliobatiformes,0.209999993,28,6.3,3.49,114.94,22.05633333,3.999331,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Myliobatis longirostris,Elasmobranchii,Myliobatiformes,0.209999993,51.2,3.1,3.49,50,23.869,4.354214,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Myliobatis peruvianus,Elasmobranchii,Myliobatiformes,0.209999993,27.5,4.7,3.49,100,17.4,3.980364,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Myliobatis tenuicaudatus,Elasmobranchii,Myliobatiformes,0.209999993,76.7,1.6,3.49,160,16.6,4.592779,bearers_internal_live_bearers,other,benthopelagic,rajiform
Aetomylaeus asperrimus,Elasmobranchii,Myliobatiformes,0.230000004,43.5,5.3,3.77,50,26.75396667,3.888411,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Aetomylaeus bovinus,Elasmobranchii,Myliobatiformes,0.230000004,108.4,1.5,3.79,150,17.2,4.375907,bearers_internal_live_bearers,other,benthopelagic,rajiform
Aetomylaeus maculatus,Elasmobranchii,Myliobatiformes,0.230000004,98.8,6.6,3.77,18,28.6,4.327379,bearers_internal_live_bearers,other,reef_associated,rajiform
Aetomylaeus milvus,Elasmobranchii,Myliobatiformes,0.230000004,0.9,73.4,3.77,100,28.1,6.84274,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Aetomylaeus nichofii,Elasmobranchii,Myliobatiformes,0.230000004,36.6,5.9,3.76,70,27.3,3.785712,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Aetomylaeus vespertilio,Elasmobranchii,Myliobatiformes,0.230000004,116.1,5.9,3.77,110,28.1,4.411463,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Myliobatis goodei,Elasmobranchii,Myliobatiformes,0.230000004,65.2,4,3.27,130,24.4,4.107052,bearers_internal_live_bearers,other,benthopelagic,rajiform
Benthobatis kreffti,Elasmobranchii,Torpediniformes,0.179637857,18.5,3.8,3.22,527,6.9,5.369972781,bearers_internal_live_bearers,other,bathydemersal,rajiform
Narcine brasiliensis,Elasmobranchii,Torpediniformes,0.165345,31.1,4.6,3.16,43,25.6,5.740148228,bearers_internal_live_bearers,other,reef_associated,rajiform
Narke japonica,Elasmobranchii,Torpediniformes,0.190535,23.8,5.2,3.5,73.48333333,26.8,5.030758663,bearers_internal_live_bearers,other,reef_associated,rajiform
Odontaspis ferox,Elasmobranchii,Lamniformes,0.090000004,202.4,0.8,4.16,2000,17.3,12.02112,bearers_internal_live_bearers,fusiform_normal,benthopelagic,subcarangiform
Carcharias tricuspidatus,Elasmobranchii,Lamniformes,0.109999999,170.2,2.1,4.33,655.5835714,17.6703,9.634592,bearers_internal_live_bearers,fusiform_normal,demersal,subcarangiform
Odontaspis noronhai,Elasmobranchii,Lamniformes,0.109999999,169,0.8,4.32,1000,12,9.630486,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,subcarangiform
